# list of object assets to load in this scene
[ASSETS]
Resource\World1-1\card.txt
Resource\World1-1\mario.txt
Resource\World1-1\brick.txt
Resource\World1-1\coin.txt
Resource\World1-1\goomba.txt
Resource\World1-1\cloud.txt
Resource\World1-1\mushroom.txt
Resource\World1-1\leaf.txt
Resource\World1-1\flowerfire.txt
Resource\World1-1\brickquestion.txt
Resource\World1-1\platform.txt
Resource\World1-1\pipe.txt
Resource\World1-1\koopa.txt
Resource\World1-1\bulletplant.txt
Resource\World1-1\hud.txt
Resource\World1-1\effect.txt
Resource\World1-1\button.txt
[TILEMAP]
Resource\Tilemap\world1-1.txt
[HIDDENMAP]
Resource\Tilemap\world1-1-1.txt
[OBJECTS]
#define OBJECT_TYPE_MARIO	0
#define OBJECT_TYPE_BRICK	1
#define OBJECT_TYPE_GOOMBA	2
#define OBJECT_TYPE_GOOMBA_FLY	3
#define OBJECT_TYPE_KOOPA_GREEN	4
#define OBJECT_TYPE_KOOPA_GREEN_FLY 5
#define OBJECT_TYPE_KOOPA_RED 6
#define OBJECT_TYPE_COIN 30
#define OBJECT_TYPE_MUSHROOM 31
#define OBJECT_TYPE_LEAF 32
#define OBJECT_TYPE_FLOWERFIRE 33
#define OBJECT_TYPE_MUSHROOM_GREEN 36
#define OBJECT_TYPE_BRICKQUESTION_COIN 34
#define OBJECT_TYPE_BRICKQUESTION_ITEM 35
#define OBJECT_TYPE_BRICKQUESTION_MUSHROOM_GREEN 37
#define OBJECT_TYPE_BRICK_COLOR_IS_COIN 38
#define OBJECT_TYPE_BRICK_COLOR_IS_NOT_COIN 39
#define OBJECT_TYPE_PIPE_SHORT 60
#define OBJECT_TYPE_PIPE_LONG 70	
#define OBJECT_TYPE_PIPE_LONG_GREEN 75
#define OBJECT_TYPE_PLANT_SHOOT 80
#define OBJECT_TYPE_PLANT_NOT_SHOOT 90
#define OBJECT_TYPE_BLOCK 500
#define OBJECT_TYPE_TEST	600

#define OBJECT_TYPE_PLATFORM 40

#define OBJECT_TYPE_PORTAL	50
# type	x	y	extra_settings per object type





#BRICK
1	1520	336
1	1520	336
1	1504	336
1	1568	400
1	1584	400
1	1600	400
1	1584	384
1	1600	384
1	1600	368

1	1664	368
1	1664	384
1	1680	384
1	1664	400
1	1680	400
1	1696	400
#SUPER BLOCK
40	0	-64	16	16	193	2	2	2
40	0	16	16	16	1	2	2	2
40	0	32	16	16	1	2	2	2
40	0	48	16	16	1	2	2	2
40	0	64	16	16	1	2	2	2
40	0	80	16	16	1	2	2	2
40	0	96	16	16	1	2	2	2
40	0	112	16	16	1	2	2	2
40	0	128	16	16	1	2	2	2
40	0	144	16	16	1	2	2	2
40	0	160	16	16	1	2	2	2
40	0	176	16	16	1	2	2	2
40	0	192	16	16	1	2	2	2
40	0	208	16	16	1	2	2	2
40	0	224	16	16	1	2	2	2
40	0	240	16	16	1	2	2	2
40	0	256	16	16	1	2	2	2
40	0	272	16	16	1	2	2	2
40	0	288	16	16	1	2	2	2
40	0	304	16	16	1	2	2	2
40	0	320	16	16	1	2	2	2
40	0	336	16	16	1	2	2	2
40	0	352	16	16	1	2	2	2
40	0	368	16	16	1	2	2	2
40	0	384	16	16	1	2	2	2
40	0	400	16	16	1	2	2	2
40	0	416	16	16	1	2	2	2
#PLATFORM
40	0	416	16	16	39	100000	100001	100002
40	624	400	16	16	29	100000	100001	100002
40	1152	416	16	16	22	100000	100001	100002
40	1536	416	16	16	5	100000	100001	100002
40	1664	416	16	16	36	100000	100001	100002
40	2256	416	16	16	45	100000	100001	100002
#PLATFORM RED
40	240	368	16	15	3	2	2	2
40	464	336	16	15	4	2	2	2
40	1296	352	16	15	7	2	2	2
40	1312	144	16	15	4	2	2	2
40	2144	368	16	15	3	2	2	2
#PLATFORM GREEN
40	400	368	16	15	5	2	2	2
40	512	384	16	15	6	2	2	2
40	1264	384	16	15	7	2	2	2
40	2176	272	16	15	3	2	2	2
#PLATFORM BLUE
40	272	336	16	15	3	2	2	2
40	1328	320	16	15	7	2	2	2
#PLATFORM WHITE
40	512	304	16	15	4	2	2	2
#CLOUD
40	1408	192	16	15	4	2	2	2
40	1488	176	16	15	13	2	2	2
#PIPE VERY LONG

40	2256	160	16	16	2	2	2	2
40	2256	176	16	16	2	2	2	2
40	2256	192	16	16	2	2	2	2
40	2256	208	16	16	2	2	2	2
40	2256	224	16	16	2	2	2	2
40	2256	240	16	16	2	2	2	2
40	2256	256	16	16	2	2	2	2
40	2256	272	16	16	2	2	2	2
40	2256	288	16	16	2	2	2	2
40	2256	304	16	16	2	2	2	2

40	2256	368	16	16	2	2	2	2
40	2256	384	16	16	2	2	2	2
40	2256	400	16	16	2	2	2	2

40	2320	384	16	16	2	2	2	2
40	2320	400	16	16	2	2	2	2

#PLATFORM NOT BLOCK KOOPA
40	1984	368	16	15.8	4	2	2	2
40	1968	384	16	15.8	5	2	2	2
40	1952	400	16	15.8	7	2	2	2

40	2096	384	16	15.8	1	2	2	2
40	2096	400	16	15.8	2	2	2	2
#PIPE
60	1800	393	
75	1864	385
70	360	385
#BRICKCOIN
34	176	352
34	224	304
34	192	352
34	415	320
34	704	352
#COIN
30	1073	320
30	1105	288
30	1137	256
30	1169	224
30	1201	192

30	1329	80
30	1345	80
30	1361	80

30	1473	112
30	1489	112

30	1537	128
30	1553	128
30	1569	128
30	1585	128

30	1617	112
30	1633	112
30	1649	112
30	1665	112

30	1697	144
30	1729	112
30	1761	128
30	1809	96
30	1841	128


#BRICKITEM
35	240	304
35	656	384
35	1472	368
#BRICKGREEN
37	1440	128
#KOOPA_RED
6	574	360
6	2096	340
#KOOPA_WING
5	1328	250
5	1374	250
5	1422	250
#KOOPA_GREEN
4	1470	390
#GOOMBA
2	527	384
2	826	384
2	880	384
2	300	384
#GOOMBA_WING
3	929	384
#BRICK_COLOR
38	1984	368
38	2000	368
38	2016	368
39	2032	368
38	1968	384
38	1984	384
38	2000	384
38	2016	384
38	2032	384
38	1952	400
38	1968	400
38	1984	400
38	2000	400
38	2016	400
38	2032	400
38	2048	400

38	2096	384
38	2096	400
38	2112	400
#BUTTON
41	2032	368
#MARIO
0	20	380

#PIPE VERY LONG
40	2256	112	16	15.9	2	100060	2	100061
40	2256	128	16	15.9	2	100070	2	100071
40	2256	144	16	16	2	100070	2	100071
#1-1-1
#BLOCK
40	3200	160	16	16	32	2	2	2

40	3200	144	16	16	8	2	2	2
40	3200	128	16	16	8	2	2	2
40	3200	112	16	16	8	2	2	2
40	3200	96	16	16	8	2	2	2	
40	3200	80	16	16	8	2	2	2	
40	3200	64	16	16	8	2	2	2	
40	3200	48	16	16	8	2	2	2	
40	3200	32	16	16	8	2	2	2	
40	3200	16	16	16	8	2	2	2	


40	3456	144	16	16	16	2	2	2
40	3472	128	16	16	15	2	2	2
40	3488	112	16	16	14	2	2	2
40	3504	96	16	16	13	2	2	2
40	3520	80	16	16	12	2	2	2
40	3536	64	16	16	11	2	2	2

40	3584	48	16	16	8	2	2	2
40	3584	32	16	16	8	2	2	2
40	3584	16	16	16	8	2	2	2
40	3584	0	16	16	8	2	2	2

40	3360	0	16	16	12	2	2	2

#COIN
30	3408	112
30	3424	128
30	3440	128
30	3456	112
30	3456	96
30	3440	80
30	3424	80
30	3456	64
30	3456	48
30	3440	32
30	3424	32
30	3408	48

#CARD
45	2688	336

#PIPE DOWN AND UP


40	3328	16	16	15.9	2	100080	2	100081
40	3328	0	16	15.9	2	100090	2	100091

40	3552	0	16	15.9	2	100090	2	100091
40	3552	16	16	15.9	2	100080	2	100081
